DisNo.,type_name
2014-0213-CHN,Flood
2014-0214-CHN,Flood
2014-0214-CHN,"Slide (land, mud, snow, rock)"
2014-0218-IND,"Slide (land, mud, snow, rock)"
2014-0227-CHN,Flood
2014-0227-CHN,"Slide (land, mud, snow, rock)"
2014-0227-PHL,Flood
2014-0227-PHL,"Slide (land, mud, snow, rock)"
2014-0227-VNM,Flood
2014-0227-VNM,"Slide (land, mud, snow, rock)"
2014-0236-JPN,Flood
2014-0236-JPN,"Slide (land, mud, snow, rock)"
2014-0237-CIV,"Slide (land, mud, snow, rock)"
2014-0240-PHL,Rain
2014-0240-PHL,"Slide (land, mud, snow, rock)"
2014-0240-TWN,Flood
2014-0258-COM,"Slide (land, mud, snow, rock)"
2014-0263-USA,Flood
2014-0263-USA,Hail
2014-0266-CHN,"Slide (land, mud, snow, rock)"
2014-0267-CHN,Lightening
2014-0267-CHN,"Slide (land, mud, snow, rock)"
2014-0268-NPL,"Slide (land, mud, snow, rock)"
2014-0269-CHN,Flood
2014-0269-CHN,Hail
2014-0272-NPL,Epidemic
2014-0272-NPL,"Slide (land, mud, snow, rock)"
2014-0278-PAN,"Slide (land, mud, snow, rock)"
2014-0280-BGR,Broken Dam/Burst bank
2014-0281-CHN,"Slide (land, mud, snow, rock)"
2014-0289-NER,Epidemic
2014-0290-BGD,Broken Dam/Burst bank
2014-0292-CHN,Flood
2014-0292-CHN,"Slide (land, mud, snow, rock)"
2014-0314-JPN,Flood
2014-0314-JPN,"Slide (land, mud, snow, rock)"
2014-0318-USA,Fire
2014-0319-CAN,Lightening
2014-0321-CHN,"Slide (land, mud, snow, rock)"
2014-0322-PAK,Flood
2014-0323-CHN,Hail
2014-0325-MEX,Flood
2014-0329-SRB,"Slide (land, mud, snow, rock)"
2014-0330-PHL,"Slide (land, mud, snow, rock)"
2014-0330-PHL,Transport accident
2014-0330-TWN,Flood
2014-0333-MEX,Flood
2014-0333-MEX,Rain
2014-0343-IND,"Slide (land, mud, snow, rock)"
2014-0359-SVN,"Slide (land, mud, snow, rock)"
2014-0365-GEO,"Slide (land, mud, snow, rock)"
2014-0385-MEX,Rain
2014-0386-MEX,Flood
2014-0388-FRA,Flood
2014-0388-FRA,"Slide (land, mud, snow, rock)"
2014-0389-CHN,"Slide (land, mud, snow, rock)"
2014-0390-CHN,Flood
2014-0390-PHL,Flood
2014-0390-PHL,Transport accident
2014-0391-IND,"Slide (land, mud, snow, rock)"
2014-0392-IND,Surge
2014-0397-JPN,Flood
2014-0397-JPN,"Slide (land, mud, snow, rock)"
2014-0406-CHN,"Slide (land, mud, snow, rock)"
2014-0408-IND,"Slide (land, mud, snow, rock)"
2014-0408-IND,Transport accident
2014-0414-PHL,"Slide (land, mud, snow, rock)"
2014-0416-NPL,"Avalanche (Snow, Debris)"
2014-0416-NPL,Snow/ice
2014-0417-MEX,Flood
2014-0417-MEX,"Slide (land, mud, snow, rock)"
2014-0419-GRC,Storm
2014-0425-MOZ,Storm
2014-0432-COD,Lightening
2014-0432-COD,"Slide (land, mud, snow, rock)"
2014-0444-USA,Hail
2014-0444-USA,Lightening
2014-0447-GTM,"Slide (land, mud, snow, rock)"
2014-0447-HND,"Slide (land, mud, snow, rock)"
2014-0447-NIC,"Slide (land, mud, snow, rock)"
2014-0448-ITA,"Slide (land, mud, snow, rock)"
2014-0453-HTI,"Slide (land, mud, snow, rock)"
2014-0458-ITA,Flood
2014-0458-ITA,"Slide (land, mud, snow, rock)"
2014-0463-MAR,Flood
2014-0474-PHL,Flood
2014-0479-PHL,Flood
2014-0479-PHL,"Slide (land, mud, snow, rock)"
2014-0482-USA,Flood
2014-0482-USA,"Slide (land, mud, snow, rock)"
2014-0488-FRA,Lightening
2014-0491-USA,"Slide (land, mud, snow, rock)"
2014-0495-LKA,"Slide (land, mud, snow, rock)"
2014-0497-PHL,"Slide (land, mud, snow, rock)"
2014-0523-IND,Fog
2014-0523-IND,Snow/ice
2014-0532-BOL,Hail
2014-0532-BOL,"Slide (land, mud, snow, rock)"
2014-0536-CIV,"Slide (land, mud, snow, rock)"
2014-0537-THA,Hail
2014-0540-USA,Hail
2014-0546-PAK,Drought
2014-0551-IND,Flood
2014-0551-IND,Hail
2014-0552-CHN,Cold wave
2014-0571-PHL,"Slide (land, mud, snow, rock)"
2014-9102-HTI,Food shortage
2014-9196-BFA,Food shortage
2014-9231-SOM,Famine
2014-9231-SOM,Food shortage
2014-9332-HND,Food shortage
2014-9469-JAM,Food shortage
2014-9533-MDG,Famine
2014-9573-SEN,Food shortage
2015-0002-PSE,Flood
2015-0002-SYR,Cold wave
2015-0011-MWI,Crop failure
2015-0011-MWI,Epidemic
2015-0016-MDG,Flood
2015-0016-MDG,"Slide (land, mud, snow, rock)"
2015-0017-PHL,Flood
2015-0017-PHL,"Slide (land, mud, snow, rock)"
2015-0021-MYS,"Slide (land, mud, snow, rock)"
2015-0023-ALB,"Slide (land, mud, snow, rock)"
2015-0026-USA,Snow/ice
2015-0030-MWI,Flood
2015-0030-ZWE,Flood
2015-0035-OMN,Flood
2015-0038-TUR,Wildfire
2015-0044-ARG,Flood
2015-0046-USA,Cold wave
2015-0054-AFG,Flood
2015-0054-AFG,"Slide (land, mud, snow, rock)"
2015-0069-TZA,Flood
2015-0072-USA,Cold wave
2015-0081-ITA,Flood
2015-0081-ITA,Snow/ice
2015-0086-COL,"Slide (land, mud, snow, rock)"
2015-0090-AGO,"Slide (land, mud, snow, rock)"
2015-0093-KIR,Flood
2015-0093-SLB,Flood
2015-0093-TUV,Surge
2015-0093-VUT,Flood
2015-0105-CHN,Flood
2015-0106-CHL,"Slide (land, mud, snow, rock)"
2015-0107-IND,"Slide (land, mud, snow, rock)"
2015-0113-PSE,Cold wave
2015-0114-ECU,"Slide (land, mud, snow, rock)"
2015-0118-BGD,Hail
2015-0118-BGD,Rain
2015-0121-MEX,Flood
2015-0121-MEX,Hail
2015-0123-USA,Hail
2015-0126-IND,Flood
2015-0126-IND,"Slide (land, mud, snow, rock)"
2015-0127-IRN,Lightening
2015-0129-IDN,Broken Dam/Burst bank
2015-0131-CHN,Flood
2015-0131-CHN,Lightening
2015-0132-CHN,Cold wave
2015-0138-USA,Flood
2015-0138-USA,Hail
2015-0144-NPL,"Slide (land, mud, snow, rock)"
2015-0145-PAK,Collapse
2015-0145-PAK,Flood
2015-0148-AUS,Flood
2015-0148-AUS,Surge
2015-0151-AFG,Flood
2015-0153-RWA,"Slide (land, mud, snow, rock)"
2015-0155-USA,Flood
2015-0155-USA,Hail
2015-0162-CHN,Hail
2015-0163-CHN,Flood
2015-0163-CHN,Hail
2015-0164-IND,Hail
2015-0168-CUB,Storm
2015-0171-COL,Flood
2015-0175-NPL,"Slide (land, mud, snow, rock)"
2015-0180-USA,Flood
2015-0180-USA,Hail
2015-0185-CHN,"Slide (land, mud, snow, rock)"
2015-0194-TJK,"Slide (land, mud, snow, rock)"
2015-0211-USA,Flood
2015-0211-USA,Hail
2015-0212-USA,Lightening
2015-0214-CHN,Hail
2015-0214-CHN,Lightening
2015-0216-MYS,"Slide (land, mud, snow, rock)"
2015-0226-NPL,Flood
2015-0226-NPL,"Slide (land, mud, snow, rock)"
2015-0227-GEO,"Slide (land, mud, snow, rock)"
2015-0231-CIV,"Slide (land, mud, snow, rock)"
2015-0237-CRI,"Slide (land, mud, snow, rock)"
2015-0244-JPN,Flood
2015-0245-USA,Flood
2015-0245-USA,Hail
2015-0248-CHN,"Slide (land, mud, snow, rock)"
2015-0248-CHN,Storm
2015-0251-CHN,Hail
2015-0251-CHN,Lightening
2015-0252-CHN,Flood
2015-0253-BGD,"Slide (land, mud, snow, rock)"
2015-0253-IND,"Slide (land, mud, snow, rock)"
2015-0253-MMR,"Slide (land, mud, snow, rock)"
2015-0261-JPN,Flood
2015-0261-JPN,"Slide (land, mud, snow, rock)"
2015-0278-PHL,"Slide (land, mud, snow, rock)"
2015-0279-PHL,Storm
2015-0283-PHL,"Slide (land, mud, snow, rock)"
2015-0285-BRA,Storm
2015-0286-TJK,"Slide (land, mud, snow, rock)"
2015-0292-VNM,"Slide (land, mud, snow, rock)"
2015-0293-BGD,"Slide (land, mud, snow, rock)"
2015-0308-MMR,"Slide (land, mud, snow, rock)"
2015-0309-BGD,Flood
2015-0317-IND,"Slide (land, mud, snow, rock)"
2015-0318-MKD,"Slide (land, mud, snow, rock)"
2015-0318-MKD,Storm
2015-0326-USA,Flood
2015-0326-USA,Lightening
2015-0333-IND,"Slide (land, mud, snow, rock)"
2015-0334-CHN,Lightening
2015-0338-CHL,Flood
2015-0338-CHL,"Slide (land, mud, snow, rock)"
2015-0339-CHN,Flood
2015-0339-TWN,Flood
2015-0346-BFA,Storm
2015-0352-CAF,Flood
2015-0359-PHL,"Slide (land, mud, snow, rock)"
2015-0371-PHL,Flood
2015-0371-PHL,"Slide (land, mud, snow, rock)"
2015-0375-DMA,Flood
2015-0375-DMA,"Slide (land, mud, snow, rock)"
2015-0375-HTI,Flood
2015-0397-CHN,"Slide (land, mud, snow, rock)"
2015-0400-USA,Hail
2015-0401-USA,Pollution
2015-0413-IND,"Slide (land, mud, snow, rock)"
2015-0418-JPN,"Slide (land, mud, snow, rock)"
2015-0435-CHL,Tsunami/Tidal wave
2015-0456-JPN,Flood
2015-0457-CHN,"Slide (land, mud, snow, rock)"
2015-0457-CHN,Storm
2015-0459-USA,Flood
2015-0460-LAO,"Slide (land, mud, snow, rock)"
2015-0462-PHL,Flood
2015-0462-PHL,"Slide (land, mud, snow, rock)"
2015-0465-ITA,"Slide (land, mud, snow, rock)"
2015-0470-MEX,Flood
2015-0479-BHS,Flood
2015-0479-BHS,Surge
2015-0488-USA,Flood
2015-0488-USA,Hail
2015-0494-SOM,Flood
2015-0494-YEM,Flood
2015-0522-PER,"Slide (land, mud, snow, rock)"
2015-0525-GBR,Flood
2015-0525-IRL,Flood
2015-0529-MNG,Cold wave
2015-0529-MNG,Snow/ice
2015-0531-USA,Flood
2015-0535-COD,"Slide (land, mud, snow, rock)"
2015-0543-PHL,Flood
2015-0543-PHL,"Slide (land, mud, snow, rock)"
2015-0547-LKA,"Slide (land, mud, snow, rock)"
2015-0558-USA,Flood
2015-0565-USA,Storm
2015-0606-EGY,Flood
2015-0620-KHM,Flood
2015-0620-THA,Flood
2015-0620-VNM,Flood
2015-9166-NER,Food shortage
2015-9372-COL,Wildfire
2015-9373-SDN,Food shortage
2015-9410-PNG,Cold wave
2015-9411-IDN,Cold wave
2015-9411-IDN,Food shortage
2015-9444-MWI,Food shortage
2015-9500-ZAF,Heat wave
2015-9505-NAM,Food shortage
2015-9545-ETH,Famine
2015-9575-GMB,Food shortage
2015-9616-SOM,Food shortage
2016-0010-USA,Snow/ice
2016-0012-USA,Flood
2016-0012-USA,"Slide (land, mud, snow, rock)"
2016-0039-ECU,"Slide (land, mud, snow, rock)"
2016-0040-IDN,"Slide (land, mud, snow, rock)"
2016-0041-FJI,Flood
2016-0041-FJI,Surge
2016-0043-TWN,Collapse
2016-0051-USA,Lightening
2016-0053-HTI,Lightening
2016-0054-PER,"Slide (land, mud, snow, rock)"
2016-0061-MAR,Snow/ice
2016-0061-MAR,Storm
2016-0077-BRA,"Slide (land, mud, snow, rock)"
2016-0085-USA,Flood
2016-0086-USA,Hail
2016-0087-USA,Hail
2016-0092-IDN,"Slide (land, mud, snow, rock)"
2016-0094-IDN,"Slide (land, mud, snow, rock)"
2016-0095-CHN,Hail
2016-0095-CHN,"Slide (land, mud, snow, rock)"
2016-0101-ETH,"Slide (land, mud, snow, rock)"
2016-0112-AFG,"Slide (land, mud, snow, rock)"
2016-0112-PAK,"Slide (land, mud, snow, rock)"
2016-0115-URY,Lightening
2016-0115-URY,Storm
2016-0117-ECU,"Slide (land, mud, snow, rock)"
2016-0123-USA,Hail
2016-0124-USA,Storm
2016-0125-USA,Flood
2016-0125-USA,Hail
2016-0126-HTI,"Slide (land, mud, snow, rock)"
2016-0137-CHN,"Slide (land, mud, snow, rock)"
2016-0137-CHN,Storm
2016-0138-MMR,Flood
2016-0138-MMR,Hail
2016-0139-IND,"Slide (land, mud, snow, rock)"
2016-0140-CHN,Hail
2016-0141-FJI,Flood
2016-0149-RWA,"Slide (land, mud, snow, rock)"
2016-0150-USA,Hail
2016-0153-LKA,"Slide (land, mud, snow, rock)"
2016-0154-BGD,Lightening
2016-0161-KEN,Collapse
2016-0162-CHN,Flood
2016-0165-HTI,Transport accident
2016-0172-CAN,Explosion
2016-0175-BGD,Flood
2016-0175-BGD,"Slide (land, mud, snow, rock)"
2016-0179-FRA,Lightening
2016-0179-POL,Lightening
2016-0181-USA,Flood
2016-0183-USA,Storm
2016-0185-HTI,"Slide (land, mud, snow, rock)"
2016-0186-ETH,"Slide (land, mud, snow, rock)"
2016-0191-AFG,"Slide (land, mud, snow, rock)"
2016-0191-TJK,"Slide (land, mud, snow, rock)"
2016-0201-AUS,Flood
2016-0203-USA,Flood
2016-0203-USA,"Slide (land, mud, snow, rock)"
2016-0211-BEL,Flood
2016-0211-NLD,Flood
2016-0211-NLD,Hail
2016-0216-IDN,Flood
2016-0221-JPN,"Slide (land, mud, snow, rock)"
2016-0227-RUS,"Slide (land, mud, snow, rock)"
2016-0227-RUS,Storm
2016-0230-CHN,Hail
2016-0241-CHN,"Slide (land, mud, snow, rock)"
2016-0246-BOL,"Slide (land, mud, snow, rock)"
2016-0256-CHN,Flood
2016-0267-NPL,"Slide (land, mud, snow, rock)"
2016-0270-PAK,Transport accident
2016-0282-MKD,"Slide (land, mud, snow, rock)"
2016-0282-MKD,Storm
2016-0284-MEX,Flood
2016-0284-MEX,"Slide (land, mud, snow, rock)"
2016-0295-RUS,Lightening
2016-0319-MEX,Flood
2016-0322-USA,Flood
2016-0322-USA,Surge
2016-0324-JPN,Flood
2016-0325-MEX,"Slide (land, mud, snow, rock)"
2016-0331-USA,"Slide (land, mud, snow, rock)"
2016-0336-NGA,Flood
2016-0336-NGA,"Slide (land, mud, snow, rock)"
2016-0340-CHN,Flood
2016-0340-CHN,Hail
2016-0342-CHN,Flood
2016-0342-TWN,Flood
2016-0345-IDN,"Slide (land, mud, snow, rock)"
2016-0350-CHN,"Slide (land, mud, snow, rock)"
2016-0350-TWN,"Slide (land, mud, snow, rock)"
2016-0355-BHS,Flood
2016-0355-LCA,Flood
2016-0355-USA,Flood
2016-0356-HND,"Slide (land, mud, snow, rock)"
2016-0359-EGY,Flood
2016-0361-KOR,Flood
2016-0361-KOR,"Slide (land, mud, snow, rock)"
2016-0362-VNM,Flood
2016-0371-PHL,"Slide (land, mud, snow, rock)"
2016-0371-VNM,Flood
2016-0375-PAK,"Slide (land, mud, snow, rock)"
2016-0379-VNM,Flood
2016-0379-VNM,"Slide (land, mud, snow, rock)"
2016-0382-JPN,"Slide (land, mud, snow, rock)"
2016-0390-JPN,Flood
2016-0395-NZL,"Slide (land, mud, snow, rock)"
2016-0395-NZL,Tsunami/Tidal wave
2016-0418-HTI,"Slide (land, mud, snow, rock)"
2016-0423-DOM,"Slide (land, mud, snow, rock)"
2016-0424-MEX,Hail
2016-0424-MEX,Lightening
2016-0425-IDN,"Slide (land, mud, snow, rock)"
2016-0427-UKR,Storm
2016-0433-CRI,Flood
2016-0433-PAN,Flood
2016-0433-PAN,"Slide (land, mud, snow, rock)"
2016-0451-COD,Storm
2016-0456-PHL,"Slide (land, mud, snow, rock)"
2016-0461-HUN,Hail
2016-0477-USA,Hail
2016-0481-SAU,Flood
2016-0483-SLB,Tsunami/Tidal wave
2016-0485-IND,Flood
2016-0490-PHL,Flood
2016-0494-VCT,"Slide (land, mud, snow, rock)"
2016-0519-ARG,Hail
2016-0519-ARG,Storm
2016-0521-USA,Cold wave
2016-0522-BOL,"Slide (land, mud, snow, rock)"
2016-0522-COL,"Slide (land, mud, snow, rock)"
2016-0523-ZWE,Flood
2016-0525-IDN,"Slide (land, mud, snow, rock)"
2016-0527-IDN,"Slide (land, mud, snow, rock)"
2016-0529-MOZ,"Slide (land, mud, snow, rock)"
2016-0544-IRN,Flood
2016-0546-MOZ,Hail
2016-0553-PAK,"Slide (land, mud, snow, rock)"
2016-0554-PAK,"Slide (land, mud, snow, rock)"
2016-0573-VNM,"Slide (land, mud, snow, rock)"
2016-9020-MDG,Food shortage
2016-9050-LSO,Food shortage
2016-9052-HTI,Food shortage
2016-9065-SSD,Famine
2016-9122-MOZ,Food shortage
2016-9225-KHM,Water shortage
2016-9369-CHN,Heat wave
2016-9369-CHN,Water shortage
2016-9435-BOL,Water shortage
2016-9452-KEN,Food shortage
2017-0002-CHL,Heat wave
2017-0010-ALB,Snow/ice
2017-0010-BLR,Snow/ice
2017-0010-GRC,Snow/ice
2017-0010-MKD,Snow/ice
2017-0010-SRB,Snow/ice
2017-0010-UKR,Cold wave
2017-0010-UKR,Snow/ice
2017-0015-ITA,"Avalanche (Snow, Debris)"
2017-0025-PAK,Rain
2017-0025-PAK,Snow/ice
2017-0026-AFG,Snow/ice
2017-0027-AFG,Snow/ice
2017-0028-PHL,"Slide (land, mud, snow, rock)"
2017-0033-DZA,Snow/ice
2017-0036-PER,"Slide (land, mud, snow, rock)"
2017-0038-AFG,"Avalanche (Snow, Debris)"
2017-0038-AFG,Cold wave
2017-0039-USA,Flood
2017-0039-USA,"Slide (land, mud, snow, rock)"
2017-0051-MOZ,Flood
2017-0055-CHL,"Slide (land, mud, snow, rock)"
2017-0062-USA,Flood
2017-0062-USA,"Slide (land, mud, snow, rock)"
2017-0068-IDN,"Slide (land, mud, snow, rock)"
2017-0070-USA,Hail
2017-0070-USA,Lightening
2017-0071-AFG,"Slide (land, mud, snow, rock)"
2017-0071-AFG,Snow/ice
2017-0072-AUS,Heat wave
2017-0075-MDG,Flood
2017-0080-BDI,Flood
2017-0084-PER,"Slide (land, mud, snow, rock)"
2017-0091-ZWE,Flood
2017-0091-ZWE,"Slide (land, mud, snow, rock)"
2017-0096-IRN,"Slide (land, mud, snow, rock)"
2017-0105-AUS,Flood
2017-0111-IDN,"Slide (land, mud, snow, rock)"
2017-0136-USA,Hail
2017-0136-USA,Storm
2017-0140-PHL,"Slide (land, mud, snow, rock)"
2017-0145-PAK,Flood
2017-0145-PAK,"Slide (land, mud, snow, rock)"
2017-0151-RUS,Hail
2017-0152-IND,Flood
2017-0152-IND,"Slide (land, mud, snow, rock)"
2017-0153-LKA,"Slide (land, mud, snow, rock)"
2017-0168-MEX,Flood
2017-0168-MEX,"Slide (land, mud, snow, rock)"
2017-0169-CHN,"Slide (land, mud, snow, rock)"
2017-0169-TWN,"Slide (land, mud, snow, rock)"
2017-0174-BGD,"Slide (land, mud, snow, rock)"
2017-0176-PRT,Drought
2017-0176-PRT,Heat wave
2017-0178-ZAF,Fire
2017-0178-ZAF,Flood
2017-0182-GRC,"Slide (land, mud, snow, rock)"
2017-0184-CIV,"Slide (land, mud, snow, rock)"
2017-0184-CIV,Storm
2017-0185-CHL,"Slide (land, mud, snow, rock)"
2017-0187-CHN,Hail
2017-0187-CHN,Storm
2017-0196-HND,"Slide (land, mud, snow, rock)"
2017-0202-BRA,"Slide (land, mud, snow, rock)"
2017-0203-USA,Hail
2017-0206-IDN,"Slide (land, mud, snow, rock)"
2017-0215-COL,"Slide (land, mud, snow, rock)"
2017-0215-COL,Storm
2017-0222-NZL,"Slide (land, mud, snow, rock)"
2017-0228-ESP,Heat wave
2017-0230-HUN,Flood
2017-0234-USA,Flood
2017-0234-USA,Hail
2017-0243-PAK,"Slide (land, mud, snow, rock)"
2017-0245-CHN,"Slide (land, mud, snow, rock)"
2017-0246-JPN,"Slide (land, mud, snow, rock)"
2017-0251-TJK,"Slide (land, mud, snow, rock)"
2017-0251-TJK,Storm
2017-0253-USA,Hail
2017-0256-NPL,Flood
2017-0259-VNM,"Slide (land, mud, snow, rock)"
2017-0261-CHN,Hail
2017-0261-CHN,Lightening
2017-0264-CHN,"Slide (land, mud, snow, rock)"
2017-0270-VNM,"Slide (land, mud, snow, rock)"
2017-0271-CAN,Heat wave
2017-0280-GRC,Tsunami/Tidal wave
2017-0280-TUR,Tsunami/Tidal wave
2017-0284-CHN,Hail
2017-0286-CHN,Hail
2017-0286-CHN,"Slide (land, mud, snow, rock)"
2017-0311-MMR,"Slide (land, mud, snow, rock)"
2017-0316-THA,"Slide (land, mud, snow, rock)"
2017-0319-NZL,Flood
2017-0319-NZL,Snow/ice
2017-0321-NPL,"Slide (land, mud, snow, rock)"
2017-0326-PHL,Flood
2017-0326-PHL,"Slide (land, mud, snow, rock)"
2017-0326-TWN,Flood
2017-0328-AUT,Flood
2017-0328-AUT,"Slide (land, mud, snow, rock)"
2017-0328-ITA,Flood
2017-0328-ITA,Hail
2017-0329-TUN,Heat wave
2017-0331-CHN,"Slide (land, mud, snow, rock)"
2017-0334-MEX,Flood
2017-0334-MEX,"Slide (land, mud, snow, rock)"
2017-0336-USA,Flood
2017-0336-USA,Hail
2017-0337-VNM,"Slide (land, mud, snow, rock)"
2017-0342-NPL,"Slide (land, mud, snow, rock)"
2017-0343-SLE,"Slide (land, mud, snow, rock)"
2017-0352-CHN,Flood
2017-0352-HKG,Flood
2017-0352-MAC,Flood
2017-0360-DEU,Hail
2017-0362-USA,Flood
2017-0362-USA,Oil spill
2017-0376-MEX,Flood
2017-0380-MRT,Flood
2017-0381-BLM,Flood
2017-0381-CUB,Flood
2017-0381-DOM,Flood
2017-0381-HTI,Flood
2017-0381-PRI,Flood
2017-0381-TCA,Flood
2017-0381-USA,Flood
2017-0381-VIR,Flood
2017-0382-MEX,"Slide (land, mud, snow, rock)"
2017-0382-MEX,Tsunami/Tidal wave
2017-0383-DMA,Flood
2017-0383-DMA,"Slide (land, mud, snow, rock)"
2017-0383-DOM,Flood
2017-0383-DOM,"Slide (land, mud, snow, rock)"
2017-0383-GLP,Flood
2017-0383-HTI,Flood
2017-0383-HTI,Lightening
2017-0383-MTQ,"Slide (land, mud, snow, rock)"
2017-0383-PRI,Broken Dam/Burst bank
2017-0383-PRI,Flood
2017-0383-VIR,Flood
2017-0383-VIR,"Slide (land, mud, snow, rock)"
2017-0387-MEX,Fire
2017-0392-MEX,Flood
2017-0392-MEX,"Slide (land, mud, snow, rock)"
2017-0406-PHL,Flood
2017-0406-PHL,"Slide (land, mud, snow, rock)"
2017-0406-THA,Flood
2017-0408-HRV,Flood
2017-0408-ITA,Flood
2017-0408-ITA,"Slide (land, mud, snow, rock)"
2017-0410-COL,Flood
2017-0410-CRI,Flood
2017-0410-CRI,"Slide (land, mud, snow, rock)"
2017-0410-GTM,Flood
2017-0410-GTM,"Slide (land, mud, snow, rock)"
2017-0410-HND,Flood
2017-0410-HND,"Slide (land, mud, snow, rock)"
2017-0410-PAN,"Slide (land, mud, snow, rock)"
2017-0410-SLV,"Slide (land, mud, snow, rock)"
2017-0415-RWA,Flood
2017-0422-PHL,Flood
2017-0422-PHL,"Slide (land, mud, snow, rock)"
2017-0422-VNM,Flood
2017-0428-VNM,"Slide (land, mud, snow, rock)"
2017-0432-JPN,Flood
2017-0432-JPN,"Slide (land, mud, snow, rock)"
2017-0432-PHL,Flood
2017-0432-PHL,Storm
2017-0444-GRC,"Slide (land, mud, snow, rock)"
2017-0449-HND,Broken Dam/Burst bank
2017-0452-HTI,"Slide (land, mud, snow, rock)"
2017-0462-ZAF,Flood
2017-0463-CHN,Storm
2017-0465-THA,Broken Dam/Burst bank
2017-0468-JPN,Flood
2017-0468-JPN,"Slide (land, mud, snow, rock)"
2017-0478-COL,"Slide (land, mud, snow, rock)"
2017-0481-TGO,Broken Dam/Burst bank
2017-0485-MAC,Flood
2017-0485-MAC,"Slide (land, mud, snow, rock)"
2017-0494-IDN,"Slide (land, mud, snow, rock)"
2017-0504-ALB,"Slide (land, mud, snow, rock)"
2017-0508-IND,Flood
2017-0508-LKA,Flood
2017-0508-LKA,"Slide (land, mud, snow, rock)"
2017-0512-USA,Hail
2017-0515-IDN,Flood
2017-0515-IDN,"Slide (land, mud, snow, rock)"
2017-0524-PHL,Flood
2017-0524-PHL,"Slide (land, mud, snow, rock)"
2017-0525-MYS,Flood
2017-0525-MYS,Surge
2017-0525-PHL,Flood
2017-0525-PHL,"Slide (land, mud, snow, rock)"
2017-0529-CHL,Flood
2017-0542-USA,Cold wave
2017-0542-USA,Transport accident
2017-0548-OMN,Lightening
2017-0548-OMN,Transport accident
2017-0563-USA,Hail
2017-0564-USA,Flood
2017-0564-USA,Hail
2017-0566-TUR,Flood
2017-0566-TUR,Hail
2017-9088-ZWE,Famine
2017-9207-AGO,Food shortage
2017-9208-NER,Food shortage
2017-9342-TCD,Food shortage
2017-9343-MRT,Food shortage
2017-9468-MDG,Food shortage
2017-9580-CPV,Food shortage
2018-0002-CHE,Transport accident
2018-0002-ESP,Surge
2018-0002-FRA,"Slide (land, mud, snow, rock)"
2018-0002-FRA,Wildfire
2018-0002-GBR,Surge
2018-0002-IRL,Flood
2018-0005-COD,Broken Dam/Burst bank
2018-0005-COD,"Slide (land, mud, snow, rock)"
2018-0008-MDG,Flood
2018-0008-MDG,"Slide (land, mud, snow, rock)"
2018-0010-USA,Flood
2018-0025-DEU,Transport accident
2018-0029-MUS,Flood
2018-0029-REU,Flood
2018-0030-MAR,Snow/ice
2018-0040-BRA,Collapse
2018-0040-BRA,Flood
2018-0042-TON,Flood
2018-0042-WSM,Flood
2018-0044-PHL,Flood
2018-0044-PHL,"Slide (land, mud, snow, rock)"
2018-0045-USA,Cold wave
2018-0049-IND,Fog
2018-0053-CHN,Cold wave
2018-0055-PNG,"Slide (land, mud, snow, rock)"
2018-0056-IDN,Flood
2018-0062-BOL,"Slide (land, mud, snow, rock)"
2018-0082-ALB,Broken Dam/Burst bank
2018-0082-ALB,"Slide (land, mud, snow, rock)"
2018-0086-MDG,Flood
2018-0087-HRV,"Slide (land, mud, snow, rock)"
2018-0101-FJI,Flood
2018-0104-RWA,"Slide (land, mud, snow, rock)"
2018-0111-USA,Flood
2018-0111-USA,Surge
2018-0121-IDN,"Slide (land, mud, snow, rock)"
2018-0129-USA,Hail
2018-0130-USA,"Slide (land, mud, snow, rock)"
2018-0131-COL,Storm
2018-0135-RWA,"Slide (land, mud, snow, rock)"
2018-0145-DJI,Flood
2018-0145-SOM,Flood
2018-0146-USA,Earthquake
2018-0148-KEN,Broken Dam/Burst bank
2018-0161-ARG,Flood
2018-0165-ROU,"Slide (land, mud, snow, rock)"
2018-0168-GTM,Rain
2018-0170-CUB,Flood
2018-0170-CUB,Oil spill
2018-0177-OMN,Flood
2018-0177-YEM,Flood
2018-0190-JPN,"Slide (land, mud, snow, rock)"
2018-0198-CHN,Storm
2018-0199-IND,"Slide (land, mud, snow, rock)"
2018-0201-VNM,Flood
2018-0202-IND,Flood
2018-0202-IND,"Slide (land, mud, snow, rock)"
2018-0203-BGD,"Slide (land, mud, snow, rock)"
2018-0203-MMR,"Slide (land, mud, snow, rock)"
2018-0204-VNM,"Slide (land, mud, snow, rock)"
2018-0208-RWA,"Slide (land, mud, snow, rock)"
2018-0222-LAO,Broken Dam/Burst bank
2018-0223-GRC,Heat wave
2018-0224-LVA,Heat wave
2018-0224-SWE,Heat wave
2018-0227-LAO,Flood
2018-0227-PHL,Flood
2018-0227-VNM,Flood
2018-0227-VNM,"Slide (land, mud, snow, rock)"
2018-0246-SRB,Lightening
2018-0256-PRK,Drought
2018-0257-IDN,Tsunami/Tidal wave
2018-0258-USA,Pollution
2018-0259-PRT,Heat wave
2018-0272-TUR,Transport accident
2018-0278-LKA,"Slide (land, mud, snow, rock)"
2018-0279-USA,Lightening
2018-0280-PRI,Flood
2018-0280-PRI,"Slide (land, mud, snow, rock)"
2018-0282-CHN,Storm
2018-0285-CHN,Flood
2018-0295-IND,Broken Dam/Burst bank
